0.992495,0.0298501,0.172766,-0.00537932,-0.00589586,0.0250547,0.999654
1.29315,0.0518418,0.183425,-0.00610864,-0.00280681,0.0243122,0.999682
1.57495,0.0624629,0.17945,-0.00801387,-0.00413188,0.0199841,0.99976
1.84524,0.0640238,0.167327,-0.00541745,-0.00400222,0.0219076,0.999737
2.11801,0.0897825,0.152944,-0.00312749,-0.00530398,0.0210332,0.99976
2.38263,0.0984579,0.15357,-0.00356648,-0.00165375,0.0218717,0.999753
2.65455,0.110804,0.154191,-0.00343807,-0.00535493,0.0252972,0.99966
2.92324,0.128681,0.138724,-0.00825605,-0.00420579,0.0253631,0.999635
3.19536,0.133207,0.13885,-0.00425618,-0.00403037,0.027411,0.999607
3.46537,0.133227,0.11963,-0.00281532,-0.00262058,0.0332929,0.999438
3.74637,0.124909,0.131605,-0.00321161,-0.00115946,0.0681362,0.99767
4.02307,0.153537,0.121261,-0.0115129,0.00281151,0.0587674,0.998201
4.29471,0.210468,0.103377,-0.00498567,-0.000666521,0.0419365,0.999108
4.56083,0.272528,0.0906427,-0.000941498,-0.00188798,0.0264043,0.999649
4.80984,0.29505,0.0951327,0.00196521,-0.00251798,0.0139507,0.999898
5.06388,0.309056,0.0942703,0.00334875,-0.00288241,0.00267215,0.999987
5.34688,0.322472,0.08353,0.00327148,-0.00679665,-0.0100316,0.999921
5.59921,0.325279,0.0807548,0.00435056,-0.00459345,-0.01485,0.99987
5.88946,0.307708,0.0798989,0.00654912,-4.48884e-05,-0.00476049,0.999967
6.13991,0.299172,0.0758361,0.00970072,-0.00468656,0.00695871,0.999918
6.41481,0.297646,0.0756161,0.00826207,-0.00238831,0.0121075,0.99989
6.70686,0.319142,0.0676923,0.0112338,0.000138919,0.0195446,0.999746
6.99108,0.328286,0.0519955,0.00840372,-0.0055061,0.00724888,0.999923
7.30497,0.340952,0.0520396,0.00791389,-0.00435096,-0.0108884,0.9999
7.6454,0.329557,0.0388891,0.00628413,-0.00230092,-0.00704439,0.999953
7.92067,0.33112,0.0290829,0.00546656,1.28289e-05,-0.00941432,0.999941
8.24339,0.294706,0.00995276,0.00191773,0.00145236,-0.00510674,0.999984
8.54642,0.275376,0.00875125,-0.00194881,-0.00207002,0.000681799,0.999996
8.88638,0.263456,-0.00551058,0.00142499,-0.00862911,0.00537984,0.999947
9.16221,0.281658,-0.0107822,0.00228072,-0.010851,0.00514635,0.999925
9.49866,0.277922,-0.0126457,0.00640236,-0.00803951,-0.0107829,0.999889
9.82136,0.268879,-0.0168667,0.00890367,-0.00893862,0.0012763,0.99992
10.0846,0.253908,-0.0251909,0.00746662,-0.00890324,0.00847412,0.999897
10.429,0.245913,-0.0236723,0.00284359,-0.0064879,0.00708849,0.99995
10.6904,0.250412,-0.0277873,0.00249519,-0.0031697,0.00526987,0.999978
10.955,0.242625,-0.0271388,0.000210323,-0.00271701,0.00210636,0.999994
11.2464,0.22734,-0.0421714,-0.0026548,-0.00562769,-0.00159144,0.999979
11.6021,0.225803,-0.0501271,-0.00397652,-0.00642778,-0.00403627,0.999963
11.908,0.230019,-0.0500591,-0.00385255,-0.00216588,-0.0112774,0.999927
12.1852,0.223951,-0.060555,-0.00237626,-0.00364994,-0.00999124,0.999941
12.4804,0.217956,-0.0674507,-0.00372128,-0.00467364,-0.00732423,0.999955
12.7501,0.216304,-0.0742191,-0.000670851,-0.00419327,-0.00203,0.999989
13.0622,0.207372,-0.0815856,-0.00118629,-0.00331933,-0.00199796,0.999992
13.3643,0.194623,-0.0826749,-0.00193205,-0.00614948,-0.0022613,0.999977
13.6235,0.201419,-0.0820947,-0.00408965,-0.00390765,-0.00542484,0.999969
13.8756,0.2004,-0.0916426,-0.00116008,-0.00608539,-0.00591,0.999963
14.1483,0.197808,-0.096702,-0.00320086,-0.00802515,-0.00948181,0.999918
14.4415,0.213206,-0.103815,0.000382787,-0.00413057,-0.0107862,0.999933
14.745,0.204149,-0.108277,-3.44263e-05,-0.00240919,-0.00904715,0.999956
15.0563,0.199436,-0.116912,-0.00101832,-0.00601947,-0.00527129,0.999967
15.3586,0.1742,-0.122723,-0.0100828,-0.00925435,-0.00257927,0.999903
15.707,0.147447,-0.130456,-0.0147467,-0.0049152,0.00249006,0.999876
16.0284,0.122705,-0.119627,-0.0166498,-0.00476528,0.00751656,0.999822
16.29,0.122569,-0.117467,-0.0171237,-0.00549213,0.00527084,0.999824
16.5607,0.122489,-0.117871,-0.0102372,-0.00182968,0.00950198,0.999901
16.8377,0.125617,-0.128015,-0.0101033,-0.00442771,0.0124574,0.999862
17.1431,0.13526,-0.134171,-0.00628267,-0.00561885,0.0156785,0.999842
17.4207,0.148491,-0.134797,-0.00475108,-0.00115016,0.0166991,0.999849
17.6845,0.160627,-0.144935,-0.003355,-0.00249602,0.0204475,0.999782
17.9366,0.185187,-0.143106,3.92647e-05,-0.00200938,0.02195,0.999757
18.2092,0.186923,-0.152743,-0.0038931,-0.00339376,0.0204622,0.999777
18.4752,0.204261,-0.158507,0.000638575,-0.00305204,0.012356,0.999919
18.7368,0.212835,-0.162876,0.00359028,-0.00421452,0.00374563,0.999978
19.0382,0.204879,-0.180299,-0.000820048,-0.0049413,-0.00324058,0.999982
19.2932,0.196355,-0.179579,0.00103781,-0.00227556,-0.00571644,0.999981
19.5544,0.187709,-0.178678,0.00130131,0.00287149,-0.00312492,0.99999
19.8764,0.176209,-0.188272,-0.00132318,0.000363698,0.000321152,0.999999
20.1601,0.170341,-0.201996,0.000448346,-0.0035754,0.00074174,0.999993
20.5025,0.154656,-0.205785,-0.00165039,-0.00679222,0.00579012,0.999959
20.8294,0.153183,-0.207713,-0.00386088,-0.00470526,0.00485097,0.99997
21.082,0.15273,-0.210755,-0.00502743,-0.00431572,0.00643886,0.999957
21.3416,0.166732,-0.216373,-0.000137672,-0.00246985,0.0105164,0.999942
21.6105,0.165701,-0.224222,-0.00371421,-0.00484722,0.000765256,0.999981
21.9345,0.17242,-0.219878,-0.000488114,-0.00418233,-0.00343223,0.999985
22.2131,0.159991,-0.22485,-0.00133298,-0.00425847,0.00191984,0.999988
22.5127,0.16786,-0.22959,-8.65695e-05,-0.00580308,0.00140888,0.999982
22.8362,0.161025,-0.230251,-0.0014904,-0.00167214,-0.000305822,0.999997
23.145,0.168731,-0.240891,0.00218365,-0.00503426,-0.00419385,0.999976
23.4033,0.151943,-0.244341,0.000902403,-0.00126164,0.0108653,0.99994
23.7178,0.156811,-0.25019,-0.0012839,-0.000682741,0.00162652,0.999998
24.0059,0.159368,-0.261619,-0.00238358,-0.00113134,-0.00931399,0.999953
24.3277,0.151047,-0.273543,-0.00663365,-0.000690313,-0.0183132,0.99981
24.6643,0.143866,-0.294003,-0.00122411,-0.00199317,-0.0245091,0.999697
24.9659,0.12801,-0.294953,-0.00262854,-0.00275915,-0.0146499,0.999885
25.2328,0.111293,-0.303563,-0.00144815,-0.00291386,-0.00321311,0.99999
25.5048,0.09746,-0.31299,-0.00268696,-0.00316231,0.0107448,0.999934
25.8054,0.103428,-0.316494,0.001728,-0.00542913,0.0227846,0.999724
26.1538,0.107854,-0.326114,0.00268088,-0.00601788,0.034998,0.999366
26.5245,0.113277,-0.339323,-9.65515e-05,-0.00683522,0.04612,0.998913
26.7856,0.137588,-0.342296,-0.0010259,-0.00815694,0.0525893,0.998582
27.08,0.163771,-0.343634,-0.00119037,-0.00569092,0.0429479,0.99906
27.3664,0.183736,-0.350572,-0.00437877,-0.0059446,0.0430224,0.999047
27.6766,0.208116,-0.346243,-0.00560764,-0.00563841,0.0306015,0.9995
27.9902,0.220156,-0.363072,-0.0095467,-0.00711865,0.0177467,0.999772
28.2776,0.225462,-0.370638,-0.0120257,-0.00887749,0.00875428,0.99985
28.5981,0.233216,-0.377976,-0.00768,-0.00485363,-0.00815063,0.999926
28.8942,0.227632,-0.385318,-0.00553979,-0.000692612,-0.00914745,0.999943
29.2193,0.224163,-0.394862,-0.00490377,-0.00497584,-0.00246046,0.999973
29.5486,0.222671,-0.401188,-0.00692416,-0.00767818,0.00558842,0.999931
