0.189341,0.0566416,-0.258829,-0.000119736,-0.0019129,-0.0107063,0.999941
0.505372,0.101439,-0.255915,0.00582366,-0.00190779,-0.0120651,0.999908
0.809143,0.0844304,-0.252561,0.0053381,0.00173262,-0.0120735,0.999911
1.09408,0.0624052,-0.25654,0.000202648,0.00240646,-0.0115286,0.999931
1.39603,0.0499934,-0.261682,-0.00481267,-8.11176e-05,-0.0129706,0.999904
1.69045,0.054687,-0.250105,-0.000995431,-0.000621261,-0.0138533,0.999903
2.00514,0.0248275,-0.239372,-0.000158447,0.0014861,-0.0113377,0.999935
2.28456,0.0103866,-0.246282,0.00327291,2.53623e-05,-0.00956267,0.999949
2.56064,-0.0272935,-0.254791,0.00336064,0.00154459,-0.00702518,0.999968
2.8364,-0.156104,-0.261904,0.00494024,-0.00137082,-0.00353534,0.999981
3.09691,-0.19753,-0.253275,0.00289081,-5.69263e-05,-0.00361581,0.999989
3.3648,-0.244078,-0.252608,0.00552554,0.00503244,-0.0031449,0.999967
3.68178,-0.211793,-0.260775,0.00717274,0.00635242,-0.0100028,0.999904
3.92924,-0.255038,-0.269679,0.00763384,0.0070767,-0.0112071,0.999883
4.18115,-0.300971,-0.269504,0.0113986,0.00767327,-0.00832622,0.999871
4.47079,-0.322619,-0.275765,0.00838072,0.00179144,-0.00907285,0.999922
4.75588,-0.324024,-0.274083,0.00876857,0.00349303,-0.00893156,0.999916
5.04612,-0.254595,-0.280225,0.00815441,2.95505e-05,-0.0127925,0.999885
5.36619,-0.213698,-0.288256,0.0101193,-0.00195932,-0.0139804,0.999849
5.66484,-0.177762,-0.271347,0.00439767,0.00333975,-0.016981,0.999841
5.98314,-0.199674,-0.278513,0.0122362,0.00566437,-0.0167846,0.999768
6.23701,-0.237918,-0.281289,0.00857832,0.00402315,-0.0183005,0.999788
6.51911,-0.242069,-0.279722,0.00928634,0.00701513,-0.0191239,0.999749
6.81997,-0.264672,-0.284116,0.00996543,0.00257384,-0.0198609,0.99975
